event_id,tourney_id,home_player_id,away_player_id,tourney_date,surface,category_id,is_grandslam,home_player_name,away_player_name,home_sets,away_sets,winner,retired,walkover,ALL_aces_home,ALL_aces_away,ALL_double_faults_home,ALL_double_faults_away,ALL_service_points_won_home,ALL_service_points_won_away,ALL_return_points_won_home,ALL_return_points_won_away,ALL_break_points_won_home,ALL_break_points_won_away,ALL_break_points_saved_home,ALL_break_points_saved_away,s1_home,s1_away,s2_home,s2_away,s3_home,s3_away,s4_home,s4_away,s5_home,s5_away
16013078,2374,273680,57163,2026-05-01,Red clay,3,False,Flavio Cobolli,Alexander Zverev,0,2,away,,,1,12,4,2,33,38,14,29,0,2,5,1,1,6,4,6,,,,,,
16012217,2374,206570,338500,2026-05-01,Red clay,3,False,Jannik Sinner,Arthur Fils,2,0,home,,,4,3,1,2,36,35,26,10,2,0,0,3,6,2,6,4,,,,,,
16012216,2374,390214,57163,2026-05-01,Red clay,3,False,Alexander Blockx,Alexander Zverev,0,2,away,,,6,6,2,2,47,42,10,37,0,3,9,0,2,6,5,7,,,,,,
16896196,2439,44553,290569,2026-05-01,Hardcourt outdoor,3,False,Pierre-Hugues Herbert,Quinn Vandecasteele,0,0,,,,0,4,0,0,8,11,5,0,0,0,0,2,2,2,,,,,,,,
16896261,2439,494195,408344,2026-05-01,Hardcourt outdoor,3,False,Felix Balshaw,Sebastian Gorzny,0,0,,,,1,1,2,0,8,5,0,8,0,1,1,0,1,2,,,,,,,,
16896197,2439,107357,445470,2026-05-01,Hardcourt outdoor,3,False,Hugo Grenier,Mees Rottgering,0,0,,,,0,0,0,1,4,7,6,1,1,0,0,2,2,1,,,,,,,,
16896630,2439,307383,231728,2026-05-01,Hardcourt outdoor,3,False,Abdullah Shelbayh,Dhakshineswar Suresh,0,0,,,,1,2,1,0,8,4,1,3,0,0,,,2,1,,,,,,,,
16012138,2607,248326,406776,2026-05-01,Red clay,6,False,Hailey Baptiste,Mirra Andreeva,0,2,away,,,5,3,2,1,50,48,14,28,1,2,2,0,4,6,6,7,,,,,,
16012140,2607,230056,210831,2026-05-01,Red clay,6,False,Marta Kostyuk,Anastasia Potapova,2,1,home,,,1,0,5,6,39,34,35,34,6,4,8,7,6,2,1,6,6,1,,,,
16050206,20302,271389,112783,2026-05-01,Red clay,72,False,Mariano Navone,Matteo Berrettini,0,2,away,,,0,6,2,1,39,43,17,28,1,2,3,1,5,7,3,6,,,,,,
16050201,20302,294337,425525,2026-05-01,Red clay,72,False,Mattia Bellucci,Gianluca Cadenasso,0,2,away,,,0,0,3,4,26,38,21,30,1,1,6,3,5,7,1,6,,,,,,
16050205,20302,232057,158896,2026-05-01,Red clay,72,False,Emilio Nava,Hubert Hurkacz,0,2,away,,,5,12,1,0,28,35,8,24,1,2,3,0,4,6,1,6,,,,,,
16050203,20302,287181,93597,2026-05-01,Red clay,72,False,Roman Andres Burruchaga,Andrea Pellegrino,2,1,home,,,0,2,6,3,69,65,45,42,3,2,7,4,6,4,4,6,7,5,,,,
16050211,20302,187608,42379,2026-05-01,Red clay,72,False,Aleksandar Kovačević,Marcos Giron,1,2,away,,,3,3,5,1,60,53,28,44,2,3,7,1,2,6,6,3,4,6,,,,
16050209,20302,299538,125006,2026-05-01,Red clay,72,False,Matteo Arnaldi,Nuno Borges,2,1,home,,,5,7,3,4,70,68,44,48,3,1,7,5,6,3,6,7,7,6,,,,
16050204,20302,287181,42379,2026-05-01,Red clay,72,False,Roman Andres Burruchaga,Marcos Giron,2,1,home,,,3,4,5,3,50,55,40,35,4,3,5,4,6,3,2,6,7,6,,,,
16050197,20302,425525,244420,2026-05-01,Red clay,72,False,Gianluca Cadenasso,Jesper De Jong,2,1,home,,,4,1,6,5,64,55,48,52,7,3,10,8,6,4,5,7,6,3,,,,
16050199,20302,112783,158896,2026-05-01,Red clay,72,False,Matteo Berrettini,Hubert Hurkacz,1,2,away,,,3,8,2,2,53,62,21,26,1,1,2,3,6,4,3,6,4,6,,,,
16050202,20302,299538,425525,2026-05-01,Red clay,72,False,Matteo Arnaldi,Gianluca Cadenasso,2,1,home,,,2,2,3,3,42,22,32,36,4,2,10,4,1,6,6,1,6,0,,,,
16050210,20302,158896,287181,2026-05-01,Red clay,72,False,Hubert Hurkacz,Roman Andres Burruchaga,2,1,home,,,11,0,3,6,66,63,50,46,4,3,9,7,4,6,7,6,6,3,,,,
16050477,26121,321948,420998,2026-05-01,Hardcourt outdoor,72,False,Eliakim Coulibaly,Karim Bennani,2,0,home,,,10,1,1,2,35,22,24,8,3,0,2,1,6,1,6,3,,,,,,
16050479,26121,245307,303122,2026-05-01,Hardcourt outdoor,72,False,Hamish Stewart,Blaise Bicknell,2,1,home,,,10,3,2,0,81,68,28,41,1,2,8,0,7,6,4,6,7,6,,,,
16050475,26121,172482,226806,2026-05-01,Hardcourt outdoor,72,False,Aziz Dougaz,Florent Bax,1,2,away,,,8,8,6,12,68,69,37,33,2,1,5,4,4,6,6,3,6,7,,,,
16050474,26121,103625,296802,2026-05-01,Hardcourt outdoor,72,False,Michael Geerts,Niels Visker,1,2,away,,,9,25,1,8,88,92,38,30,0,0,4,4,6,7,7,6,6,7,,,,
16050486,26121,321948,245307,2026-05-01,Hardcourt outdoor,72,False,Eliakim Coulibaly,Hamish Stewart,2,0,home,,,8,7,0,2,33,24,21,8,3,0,1,1,6,3,6,2,,,,,,
16050480,26121,233700,200150,2026-05-01,Hardcourt outdoor,72,False,Gauthier Onclin,Mert Alkaya,2,0,home,,,4,12,3,4,48,49,34,23,2,1,3,5,6,3,7,6,,,,,,
16050482,26121,81271,131442,2026-05-01,Hardcourt outdoor,72,False,Calvin Hemery,Michael Mmoh,1,2,away,,,5,8,7,11,55,63,35,35,2,4,3,6,6,3,5,7,3,6,,,,
16050478,26121,296802,226806,2026-05-01,Hardcourt outdoor,72,False,Niels Visker,Florent Bax,2,0,home,,,15,3,4,2,51,46,24,15,0,0,1,4,7,6,6,3,,,,,,
16050172,6107,406728,217448,2026-05-01,Red clay,72,False,Alex Michelsen,Pol Martin Tiffon,1,2,away,,,5,2,3,1,53,50,30,34,2,3,4,1,4,6,6,3,3,6,,,,
16050170,6107,322082,462179,2026-05-01,Red clay,72,False,Ignacio Buse,Thomas Faurel,2,0,home,,,2,2,0,1,35,39,36,10,4,0,1,3,6,4,6,2,,,,,,
16050160,6107,16720,102151,2026-05-01,Red clay,72,False,Roberto Bautista Agut,Alejandro Tabilo,1,2,away,,,3,6,2,1,45,53,25,32,2,5,2,4,6,4,2,6,4,6,,,,
16050159,6107,170946,237452,2026-05-01,Red clay,72,False,Zizou Bergs,Rinky Hijikata,2,1,home,,,4,3,4,2,60,50,34,25,2,1,3,6,5,7,6,2,6,2,,,,
16050165,6107,217448,54955,2026-05-01,Red clay,72,False,Pol Martin Tiffon,Kimmer Coppejans,2,0,home,,,5,3,0,0,45,53,39,27,2,2,1,10,7,6,6,4,,,,,,
16050167,6107,194186,334293,2026-05-01,Red clay,72,False,Yibing Wu,Ethan Quinn,1,2,away,,,2,7,1,4,61,63,28,34,2,2,3,2,4,6,7,5,4,6,,,,
16050163,6107,322082,102151,2026-05-01,Red clay,72,False,Ignacio Buse,Alejandro Tabilo,0,2,away,,,5,2,1,0,36,34,18,39,1,5,4,4,4,6,0,6,,,,,,
16050158,6107,217448,170946,2026-05-01,Red clay,72,False,Pol Martin Tiffon,Zizou Bergs,0,2,away,,,3,9,2,5,32,46,25,23,0,3,2,5,3,6,4,6,,,,,,
16050166,6107,334293,102151,2026-05-01,Red clay,72,False,Ethan Quinn,Alejandro Tabilo,1,2,away,,,6,9,3,1,69,62,18,39,0,1,8,1,3,6,6,3,6,7,,,,
16050351,34346,383991,163438,2026-05-01,Red clay,72,False,Mark Lajal,Fajing Sun,1,2,away,,,8,5,2,2,60,54,23,27,0,2,5,2,6,3,3,6,4,6,,,,
16050343,34346,207575,187236,2026-05-01,Red clay,72,False,Adam Walton,Alexis Galarneau,2,1,home,,,6,5,0,5,68,68,40,29,3,1,0,5,6,1,6,7,7,6,,,,
16050349,34346,254227,289106,2026-05-01,Red clay,72,False,Yunchaokete Bu,Coleman Wong,0,2,away,,,7,11,0,2,55,62,24,28,1,1,1,0,6,7,6,7,,,,,,
16050340,34346,232059,58369,2026-05-01,Red clay,72,False,Keegan Smith,Alex Bolt,0,2,away,,,6,5,1,1,56,57,24,25,1,1,1,3,6,7,6,7,,,,,,
16050339,34346,58369,207575,2026-05-01,Red clay,72,False,Alex Bolt,Adam Walton,1,2,away,,,11,10,2,2,54,54,33,35,4,5,0,2,2,6,6,3,6,7,,,,
16050337,34346,289106,163438,2026-05-01,Red clay,72,False,Coleman Wong,Fajing Sun,2,0,home,,,12,1,1,1,44,29,20,20,3,1,4,1,6,3,6,4,,,,,,
16050298,22392,199379,57155,2026-05-01,Red clay,72,False,Sandro Kopp,David Jorda Sanchis,0,2,away,,,0,6,4,4,28,35,24,26,2,4,3,3,3,6,3,6,,,,,,
16050302,22392,124930,243925,2026-05-01,Red clay,72,False,Roman Safiullin,Titouan Droguet,2,1,home,,,3,6,8,4,59,55,37,37,4,3,6,5,6,2,4,6,6,4,,,,
16050303,22392,407392,353705,2026-05-01,Red clay,72,False,Darwin Blanch,Matthew William Donald,2,0,home,,,9,1,2,5,47,38,33,29,3,1,5,2,6,3,6,4,,,,,,
16050304,22392,192862,341818,2026-05-01,Red clay,72,False,Miguel Damas,Jaime Faria,0,2,away,,,0,3,2,3,19,24,7,28,0,3,4,0,1,6,0,6,,,,,,
16050291,22392,339450,97231,2026-05-01,Red clay,72,False,Lukas Neumayer,Laslo Djere,2,0,home,,,3,3,1,4,45,41,27,24,1,1,3,4,7,6,6,3,,,,,,
16050293,22392,57155,124930,2026-05-01,Red clay,72,False,David Jorda Sanchis,Roman Safiullin,1,2,away,,,6,4,6,3,45,60,39,35,1,3,5,7,3,6,6,3,1,6,,,,
16050292,22392,341818,407392,2026-05-01,Red clay,72,False,Jaime Faria,Darwin Blanch,2,0,home,,,5,2,4,2,39,23,20,16,2,0,1,2,6,3,6,2,,,,,,
16050297,22392,339450,124930,2026-05-01,Red clay,72,False,Lukas Neumayer,Roman Safiullin,1,2,away,,,2,5,3,0,47,52,19,25,1,3,2,3,3,6,6,3,2,6,,,,
16050455,3179,260122,66484,2026-05-01,Red clay,72,False,Dalibor Svrčina,Frederico Ferreira Silva,2,0,home,,,5,0,3,4,44,49,43,31,4,1,6,11,6,3,6,4,,,,,,
16050462,3179,44549,201847,2026-05-01,Red clay,72,False,Marco Cecchinato,Raul Brancaccio,1,2,away,,,4,2,7,1,62,62,34,45,2,2,7,7,6,4,4,6,4,6,,,,
16050460,3179,132558,63090,2026-05-01,Red clay,72,False,Zdenek Kolar,Nerman Fatić,2,0,home,,,3,1,2,1,36,21,25,21,3,1,2,2,6,2,6,3,,,,,,
16050457,3179,380042,209103,2026-05-01,Red clay,72,False,Tom Gentzsch,Rudolf Molleker,2,1,home,,,9,3,6,4,56,43,27,29,2,1,5,3,6,1,4,6,6,3,,,,
16050456,3179,260122,193644,2026-05-01,Red clay,72,False,Dalibor Svrčina,Nikolas Sanchez Izquierdo,1,2,away,,,2,2,4,2,47,53,39,42,3,4,5,2,4,6,7,5,2,6,,,,
16050452,3179,201847,132558,2026-05-01,Red clay,72,False,Raul Brancaccio,Zdenek Kolar,0,2,away,,,1,2,5,4,34,44,24,33,2,3,4,3,3,6,5,7,,,,,,
16050459,3179,193644,380042,2026-05-01,Red clay,72,False,Nikolas Sanchez Izquierdo,Tom Gentzsch,2,1,home,,,3,4,2,7,48,46,36,24,3,2,1,3,3,6,6,4,6,1,,,,
16806959,36840,302567,335102,2026-05-01,Hardcourt outdoor,72,False,Stefanos Sakellaridis,Luca Van Assche,0,0,,,,0,0,1,0,8,4,0,9,0,0,5,0,0,1,,,,,,,,
16050503,13570,295881,415528,2026-05-01,Red clay,72,False,Alexander Binda,Manas Dhamne,0,2,away,,,1,0,4,3,28,37,22,29,1,4,3,3,4,6,2,6,,,,,,
16050502,13570,339606,316900,2026-05-01,Red clay,72,False,Antoine Ghibaudo,Andrej Nedić,2,1,home,,,0,0,3,4,54,35,38,46,7,5,4,3,3,6,6,4,6,0,,,,
16050501,13570,385592,300293,2026-05-01,Red clay,72,False,Edas Butvilas,Max Hans Rehberg,2,1,home,,,1,1,6,2,56,51,30,32,3,0,4,3,7,5,2,6,6,3,,,,
16050507,13570,225214,342975,2026-05-01,Red clay,72,False,Buvaysar Gadamauri,Mili Poljičak,2,0,home,,,1,1,2,2,25,12,28,9,5,0,1,3,6,0,6,1,,,,,,
16050509,13570,339606,415528,2026-05-01,Red clay,72,False,Antoine Ghibaudo,Manas Dhamne,0,2,away,,,0,0,3,2,34,40,15,23,0,2,1,3,4,6,3,6,,,,,,
16050500,13570,385592,225214,2026-05-01,Red clay,72,False,Edas Butvilas,Buvaysar Gadamauri,1,2,away,,,3,2,2,1,62,66,38,32,1,2,6,6,4,6,6,3,3,6,,,,
16897122,36988,336157,119150,2026-05-01,Hardcourt outdoor,72,False,Enmanuel Munoz,Thomas Fancutt,0,1,,,,3,2,2,2,23,19,9,18,1,3,7,1,4,6,0,1,,,,,,
16897148,36988,1265500,215377,2026-05-01,Hardcourt outdoor,72,False,Nicholas Gore,Dan Martin,0,0,,,,0,0,1,1,7,10,5,11,0,2,1,0,0,4,,,,,,,,
16897149,36988,328075,154490,2026-05-01,Hardcourt outdoor,72,False,Bruno Kuzuhara,Kody Pearson,0,0,,,,0,0,0,4,9,10,12,4,2,0,0,4,4,1,,,,,,,,
16899920,36979,333735,207077,2026-05-01,Hardcourt outdoor,72,False,Giulio Perego,Arvid Nordquist,1,0,,,,6,0,0,0,38,33,24,23,1,2,3,0,7,6,1,3,,,,,,
16895646,36979,276364,273778,2026-05-01,Hardcourt outdoor,72,False,Oscar Weightman,Alec Deckers,0,1,,,,6,19,3,1,37,39,15,19,0,1,1,3,4,6,4,4,,,,,,
16895640,36979,189546,291790,2026-05-01,Hardcourt outdoor,72,False,Tiago Cacao,Fabrizio Andaloro,0,1,,,,2,0,2,1,27,31,13,23,1,4,3,0,5,7,1,4,,,,,,
16050708,29214,263653,148276,2026-05-01,Red clay,871,False,Veronika Erjavec,Wushuang Zheng,2,0,home,,,0,0,0,4,37,21,28,22,5,2,4,4,6,2,6,4,,,,,,
16050695,29214,510366,42492,2026-05-01,Red clay,871,False,Varvara Panshina,Katarzyna Kawa,1,2,away,,,0,1,2,2,48,53,42,49,4,7,10,3,3,6,6,4,1,6,,,,
16050702,29214,223148,19957,2026-05-01,Red clay,871,False,Xiyu Wang,Polona Hercog,2,1,home,,,0,4,2,5,64,54,51,51,8,6,7,5,6,3,6,7,6,4,,,,
16050706,29214,153652,455688,2026-05-01,Red clay,871,False,Hanyu Guo,Rada Zolotareva,2,0,home,,,1,0,2,2,35,25,30,19,5,1,4,2,6,2,6,1,,,,,,
16050698,29214,263653,223148,2026-05-01,Red clay,871,False,Veronika Erjavec,Xiyu Wang,2,0,home,,,0,0,1,0,34,33,36,29,6,5,1,3,6,4,7,6,,,,,,
16050696,29214,42492,153652,2026-05-01,Red clay,871,False,Katarzyna Kawa,Hanyu Guo,2,0,home,,,2,2,3,2,32,25,29,19,5,1,1,5,6,4,6,1,,,,,,
16050657,20505,124804,383652,2026-05-01,Red clay,871,False,Rebeka Masarova,Elena Pridankina,1,2,away,,,5,1,5,12,36,42,38,43,4,6,6,9,6,2,2,6,1,6,,,,
16050662,20505,316468,60392,2026-05-01,Red clay,871,False,Antonia Ružić,Sara Sorribes Tormo,1,2,away,,,0,0,2,1,46,45,36,45,6,6,7,7,6,1,3,6,4,6,,,,
16050655,20505,255445,132370,2026-05-01,Red clay,871,False,Alina Charaeva,Daria Kasatkina,1,2,away,,,2,3,4,5,36,42,26,40,4,7,7,1,6,4,0,6,4,6,,,,
16050652,20505,60392,383652,2026-05-01,Red clay,871,False,Sara Sorribes Tormo,Elena Pridankina,2,1,home,,,0,1,1,11,52,63,57,42,7,6,2,9,3,6,7,5,7,5,,,,
16050661,20505,59702,183861,2026-05-01,Red clay,871,False,Beatriz Haddad Maia,Marina Bassols Ribera,0,2,away,,,0,0,4,2,12,36,20,21,1,5,1,4,2,6,1,6,,,,,,
16050665,20505,47969,69988,2026-05-01,Red clay,871,False,Caroline Werner,Tamara Korpatsch,0,2,away,,,0,1,2,0,16,26,12,28,1,6,2,1,1,6,1,6,,,,,,
16050666,20505,132370,60392,2026-05-01,Red clay,871,False,Daria Kasatkina,Sara Sorribes Tormo,2,0,home,,,2,1,3,1,37,24,35,25,6,1,3,5,6,2,6,0,,,,,,
16050656,20505,69988,183861,2026-05-01,Red clay,871,False,Tamara Korpatsch,Marina Bassols Ribera,2,1,home,,,0,0,4,4,50,26,44,52,9,7,9,3,3,6,6,0,6,4,,,,
16896491,36993,223148,425590,2026-05-01,Hardcourt outdoor,871,False,Xiyu Wang,Ena Koike,1,0,,,,0,0,0,0,24,24,25,12,4,1,2,1,6,2,3,2,,,,,,
16050547,16790,202924,190996,2026-05-01,Red clay,871,False,Bianca Andreescu,Yue Yuan,1,2,away,,,4,1,5,3,38,52,30,33,2,5,2,6,3,6,6,3,0,6,,,,
16050543,16790,374578,189995,2026-05-01,Red clay,871,False,Celine Naef,Anna Blinkova,1,2,away,,,2,2,1,1,51,52,29,39,2,4,4,7,4,6,6,2,1,6,,,,
16050542,16790,253356,339457,2026-05-01,Red clay,871,False,Moyuka Uchijima,Sofia Costoulas,2,0,home,,,0,3,2,2,35,27,32,21,5,1,4,5,6,4,6,1,,,,,,
16050549,16790,63220,48455,2026-05-01,Red clay,871,False,Jessika Ponchet,Viktorija Golubić,2,1,home,,,3,0,4,3,77,58,52,66,6,4,16,9,4,6,6,4,6,2,,,,
16050545,16790,381430,418056,2026-05-01,Red clay,871,False,Tereza Valentová,Lilli Tagger,2,0,home,,,1,3,4,4,68,37,38,58,6,4,17,6,7,5,7,5,,,,,,
16050548,16790,190996,189995,2026-05-01,Red clay,871,False,Yue Yuan,Anna Blinkova,1,2,away,,,0,2,2,2,47,56,47,53,5,8,10,10,3,6,6,4,2,6,,,,
16050539,16790,63220,253356,2026-05-01,Red clay,871,False,Jessika Ponchet,Moyuka Uchijima,0,2,away,,,5,6,1,4,41,48,21,33,2,3,1,3,4,6,6,7,,,,,,
16050553,16790,381430,189995,2026-05-01,Red clay,871,False,Tereza Valentová,Anna Blinkova,2,0,home,,,1,0,1,3,27,17,33,21,7,3,3,2,6,3,6,2,,,,,,
16108560,34493,332984,332985,2026-05-01,Red clay,871,False,Defne Cirpanli,Maria Sara Popa,0,2,away,,,1,3,1,2,19,25,17,34,3,7,4,1,1,6,3,6,,,,,,
16108562,34493,1129807,47876,2026-05-01,Red clay,871,False,Minel Naz Kaynak,Isabella Shinikova,0,2,away,,,0,2,4,2,26,36,25,32,2,6,5,6,1,6,4,6,,,,,,
16108561,34493,1221698,202478,2026-05-01,Red clay,871,False,Sude Ulueren,Lucia Cortez Llorca,0,2,away,,,0,2,5,2,16,30,11,31,0,6,6,3,0,6,0,6,,,,,,
16107810,34498,50915,58483,2026-05-01,Hardcourt outdoor,871,False,Peangtarn Plipuech,Amy Zhu,2,0,home,,,3,2,0,1,44,50,30,8,2,0,0,4,6,4,7,5,,,,,,
16107809,34498,234309,194579,2026-05-01,Hardcourt outdoor,871,False,Hong Yi Cody Wong,Chengyiyi Yuan,2,0,home,,,3,0,1,5,31,16,25,10,5,0,0,4,6,0,6,2,,,,,,
16107811,34498,322021,395218,2026-05-01,Hardcourt outdoor,871,False,Yiming Dang,Zongyu Li,0,2,away,,,2,2,4,3,30,40,22,23,1,4,1,3,4,6,2,6,,,,,,
16107812,34498,98523,478930,2026-05-01,Hardcourt outdoor,871,False,Ye Qiuyu,Chenting Zhu,0,2,away,,,1,0,2,1,21,34,21,31,1,6,6,7,0,6,2,6,,,,,,
16896487,36993,371932,448189,2026-05-01,Hardcourt outdoor,871,False,Ella Seidel,Capucine Jauffret,1,0,,,,1,2,3,5,32,33,24,16,2,0,2,5,7,5,2,0,,,,,,
16012135,2607,406776,230056,2026-05-02,Red clay,6,False,Mirra Andreeva,Marta Kostyuk,0,2,away,,,1,4,3,2,29,42,21,24,2,4,0,4,3,6,5,7,,,,,,
16050200,20302,158896,299538,2026-05-02,Red clay,72,False,Hubert Hurkacz,Matteo Arnaldi,0,2,away,,,2,1,1,4,32,35,23,33,2,4,5,3,4,6,4,6,,,,,,
16050481,26121,233700,321948,2026-05-02,Hardcourt outdoor,72,False,Gauthier Onclin,Eliakim Coulibaly,2,1,home,,,1,9,4,6,46,48,39,27,2,2,3,5,2,6,6,3,6,1,,,,
16050484,26121,296802,131442,2026-05-02,Hardcourt outdoor,72,False,Niels Visker,Michael Mmoh,1,1,away,,,8,3,4,7,51,55,22,18,0,1,1,2,7,6,4,6,0,0,,,,
16050161,6107,170946,102151,2026-05-02,Red clay,72,False,Zizou Bergs,Alejandro Tabilo,1,2,away,,,9,4,2,2,55,63,31,35,0,3,4,8,4,6,6,4,3,6,,,,
16050342,34346,207575,289106,2026-05-02,Red clay,72,False,Adam Walton,Coleman Wong,0,2,away,,,3,10,0,3,46,55,33,27,2,2,1,2,5,7,6,7,,,,,,
16050296,22392,341818,124930,2026-05-02,Red clay,72,False,Jaime Faria,Roman Safiullin,1,2,away,,,7,1,6,4,65,67,40,32,2,3,1,6,6,4,4,6,6,7,,,,
16050461,3179,193644,132558,2026-05-02,Red clay,72,False,Nikolas Sanchez Izquierdo,Zdenek Kolar,2,0,home,,,2,2,1,3,53,41,21,24,2,1,2,0,6,4,7,6,,,,,,
16050497,13570,225214,415528,2026-05-02,Red clay,72,False,Buvaysar Gadamauri,Manas Dhamne,2,0,home,,,4,1,1,3,48,36,27,38,3,3,6,3,7,6,6,4,,,,,,
16114678,10247,424682,190877,2026-05-02,Red clay,72,False,Benjamin Kittay,Andrea Guerrieri,0,2,away,,,9,4,3,4,42,39,15,32,0,2,8,2,4,6,3,6,,,,,,
16114687,10247,65606,459208,2026-05-02,Red clay,72,False,Franco Agamenone,James Watt,2,0,home,,,2,0,1,4,37,25,20,17,3,0,3,1,6,3,6,3,,,,,,
16114682,10247,193697,239967,2026-05-02,Red clay,72,False,Michalis Sakellaridis,Garrett Johns,0,2,away,,,0,1,3,1,13,26,7,28,1,4,4,0,1,6,1,6,,,,,,
16114685,10247,233060,145122,2026-05-02,Red clay,72,False,Ryan Seggerman,Matteo Martineau,2,0,home,,,11,1,3,3,41,38,31,27,3,2,1,4,6,4,7,5,,,,,,
16114684,10247,453479,362612,2026-05-02,Red clay,72,False,Daniele Rapagnetta,Mika Brunold,2,1,home,,,1,2,0,2,55,57,47,39,3,3,7,9,4,6,6,3,6,3,,,,
16114686,10247,232036,1221925,2026-05-02,Red clay,72,False,Tristan Boyer,Angelo de Cesaris,2,0,home,,,1,0,0,2,28,17,25,2,4,0,0,2,6,0,6,1,,,,,,
16114677,10247,340741,180104,2026-05-02,Red clay,72,False,Sascha Gueymard Wayenburg,Arthur Reymond,2,0,home,,,0,2,1,1,33,27,24,9,2,1,0,2,6,2,6,3,,,,,,
16114676,10247,418787,286492,2026-05-02,Red clay,72,False,Jacopo Bilardo,Martin Krumich,1,2,away,,,2,3,9,3,56,54,35,40,2,3,5,5,4,6,6,3,3,6,,,,
16114683,10247,248845,447343,2026-05-02,Red clay,72,False,Lilian Marmousez,Andrea Paolini,2,0,home,,,0,0,1,1,35,29,23,14,2,0,2,4,6,4,6,2,,,,,,
16113334,22388,418094,53483,2026-05-02,Hardcourt outdoor,72,False,Leo Vithoontien,Daniel Masur,0,2,away,,,2,4,4,1,20,32,18,30,2,3,2,1,4,6,2,6,,,,,,
16113331,22388,373829,204330,2026-05-02,Hardcourt outdoor,72,False,Petr Bar Biryukov,Tsung-Hao Huang,2,0,home,,,6,1,3,3,33,27,27,13,4,1,0,1,6,4,6,2,,,,,,
16113335,22388,262405,32466,2026-05-02,Hardcourt outdoor,72,False,Pietro Orlando Fellin,Hiroki Moriya,1,2,away,,,2,3,1,6,52,49,35,63,3,7,14,2,7,6,3,6,0,6,,,,
16113325,22388,244985,275466,2026-05-02,Hardcourt outdoor,72,False,Andre Ilagan,Linang Xiao,2,1,home,,,6,4,6,4,60,56,38,35,3,0,3,5,6,3,6,7,6,3,,,,
16113329,22388,79223,205313,2026-05-02,Hardcourt outdoor,72,False,Jake Delaney,Alafia Ayeni,0,2,away,,,1,10,4,3,40,50,23,27,1,3,1,3,6,7,2,6,,,,,,
16113327,22388,299481,215663,2026-05-02,Hardcourt outdoor,72,False,Philip Sekulic,Yuki Mochizuki,2,0,home,,,1,1,3,2,33,31,29,10,4,1,0,2,6,3,6,3,,,,,,
16113328,22388,92667,99043,2026-05-02,Hardcourt outdoor,72,False,Luca Castelnuovo,Aoran Wang,1,0,home,,,5,2,2,1,23,25,24,9,4,1,0,3,6,4,3,0,,,,,,
16113330,22388,258198,479273,2026-05-02,Hardcourt outdoor,72,False,Yaojie Zeng,Ognjen Milić,1,2,away,,,7,6,2,3,48,57,29,36,3,3,5,3,4,6,7,5,1,6,,,,
16113324,22388,162144,217136,2026-05-02,Hardcourt outdoor,72,False,Evan Zhu,Yuta Shimizu,2,1,home,,,5,2,3,4,47,46,36,27,4,2,1,3,6,1,2,6,6,3,,,,
16113326,22388,326246,236843,2026-05-02,Hardcourt outdoor,72,False,Marat Sharipov,Shinji Hazawa,2,0,home,,,7,1,1,6,38,35,22,15,1,1,0,4,6,3,6,4,,,,,,
16113323,22388,177644,79467,2026-05-02,Hardcourt outdoor,72,False,Yusuke Takahashi,Omar Jasika,2,0,home,,,2,1,1,3,38,29,24,23,2,1,3,4,6,4,6,2,,,,,,
16113333,22388,420914,281439,2026-05-02,Hardcourt outdoor,72,False,Hayato Matsuoka,Qian Sun,2,1,home,,,3,5,3,5,51,64,46,33,3,2,5,9,1,6,6,3,7,5,,,,
16050697,29214,263653,42492,2026-05-02,Red clay,871,False,Veronika Erjavec,Katarzyna Kawa,0,2,away,,,1,1,3,2,25,38,16,23,0,4,3,1,0,6,4,6,,,,,,
16050653,20505,132370,69988,2026-05-02,Red clay,871,False,Daria Kasatkina,Tamara Korpatsch,2,1,home,,,1,3,8,4,39,52,61,51,10,9,3,12,2,6,6,3,7,5,,,,
16050554,16790,381430,253356,2026-05-02,Red clay,871,False,Tereza Valentová,Moyuka Uchijima,1,2,away,,,0,1,9,4,42,47,48,57,7,11,13,4,7,6,3,6,1,6,,,,
16112939,34498,52691,50915,2026-05-02,Hardcourt outdoor,871,False,Carol Zhao,Peangtarn Plipuech,2,1,home,,,4,1,4,2,57,45,36,35,4,3,11,4,2,6,6,3,6,3,,,,
16112937,34498,148276,478930,2026-05-02,Hardcourt outdoor,871,False,Wushuang Zheng,Chenting Zhu,2,0,home,,,1,2,1,7,35,30,27,24,5,3,3,4,6,4,6,4,,,,,,
16112938,34498,510366,234309,2026-05-02,Hardcourt outdoor,871,False,Varvara Panshina,Hong Yi Cody Wong,1,2,away,,,3,1,7,4,47,58,43,42,3,6,6,12,6,4,2,6,2,6,,,,
16112940,34498,291270,395218,2026-05-02,Hardcourt outdoor,871,False,Priska Madelyn Nugroho,Zongyu Li,0,2,away,,,0,2,1,2,41,44,29,42,3,5,8,5,4,6,4,6,,,,,,
16119506,2488,64570,153826,2026-05-03,Red clay,3,False,Cristian Garin,Moez Echargui,2,0,home,,,3,0,1,1,31,29,33,14,3,0,3,6,6,0,6,2,,,,,,
16119802,2488,338890,63438,2026-05-03,Red clay,3,False,Daniel Merida,Mackenzie McDonald,2,0,home,,,2,1,7,2,53,35,34,36,3,1,7,4,7,5,6,4,,,,,,
